		
1920s	Andante_moderato	TRRENLB128F429F3BF, TRTIJBZ128F429E72F, TRJYEYP12903CE71F7, TRVIZZD128F424D240, TRVAEKO128F423626F, TRYLWGN128F4289384
1920s	Larghissimo	TRUUHXS128F4280D0E
1920s	Andantino	TRGWINV128F933E6AC, TRFADTM12903CB158C, TRPWALR128F42801FD, TRTRHTU12903CA2FB2, TRLRJYC128F930CB57, TREQWQM128F92F339A, TRSEZMU128F426A496, TROXBZX128F423F8F0, TRKPTJY128F92E3A49, TRKVUJW128F421EE29
1920s	Presto	TRMYDFV128F42511FC, TRRAHXQ128F42511FF, TRIMAMX128F421DC6E, TRTVHIN12903CECAC2, TRULVKW12903CB1CBB, TRSTBUY128F4251203, TRKMNGI128F428031A, TRYTYOV128F4280D1F
1920s	Marcia _moderato	TRFPCQD12903CF21B7, TRZJHDD128F92E373C, TRNWTUU128F92FD45C, TRNZYKB128F424AE2E, TRDYLLX128F422ABBC, TRXWWGC12903CDDEA1, TRYZQDE128F426D63F
1920s	Allegrissimo	TRWLEIO128F422A93D, TRHRVQV128F9307723, TRZVQIB12903CC610F, TRIFULC12903CCC48E, TRIOSXG128F92E763D, TRAUSMF12903CE71E5, TRAJIFW12903C9526E, TRUHHCX12903CE6903, TRUJNYR12903CE73D8, TRJFPDU128F427F905, TRJPTYK128F423F8E6, TRJLNHE128F426D6C3, TRSKHFS128F421DC73, TRVZZOQ128F93094CC, TROMOQN128F92E3A36, TROCOHZ12903CE7075, TROBVRC128F429FFD9, TROEICP12903CF1DFF
1930s	Adagio	TRBTWLV128F92D85DD, TRTMIME128F92CBC61, TREIUQB12903CBCF0A, TREEKCJ128F932721F, TRXNJOE128F42806B1, TRKIDHY128F4231FCF
1930s	Lento	TRAZUWJ128F428A99A, TRPVNQB128F428EC79
1930s	Grave	TRAMWSA128F9359719
1930s	Andantino	TRGVEMP128F42A8262, TRCBRRJ12903D12010, TRCAGFV128F4280BCD, TRCOZTC128F422434E, TRCOSPJ128F92FE458, TRRCMXX128F92D65ED, TRBGPAX12903CEC037, TRFAAQD128F933EE47, TRAHREH12903CC613C, TRPNIKB12903CE690B, TRTDSZA128F422AA2F, TRTYRWX128F930B7BF, TRLBBQZ128F930B835, TREDREE128F42271ED, TRSQACU12903D00192, TRVTZHH128F422AA8A, TRVXYEY128F4280B69, TRDHBNJ12903CEEF2F, TRKPRRW12903CA4DB7, TRKOYMR128F427DEF7, TRYSOBR128F9332484
1930s	Allegro	TRMFMAE128F4261D15, TRWRIBT128F93454CD, TRWQDOL12903CB11EB, TRGLDAR128F421E941, TRCRVQC128F4272F52, TRCISAE128F9319020, TRCOEEM128F4280DD6, TRRAZUA128F933E5B9, TRRYPIF128F426F65A, TRBUIIC128F934A46F, TRBOGEP12903CF3814, TRZGLQI128F428058C, TRZJALH128F4246803, TRIHYZK128F931FAFA, TRPCHAB12903D12073, TRPRVRT128F4244569, TRPDHCE128F42806B4, TRLIZXK128F422A92D, TREYZEY128F421E946, TRJKNBC128F42408C6, TRSWYUS128F426E864, TRVDFVF128F932603E, TRDFACX12903CD251F, TRDZOHQ128F14A4630, TROUEKQ128F93561B2, TROOVTD128F429F575, TRXGOZK128F427DEB2, TRXZXKO12903C9760D, TRXLKSO128F92CA21B, TRXEGXE12903CB0DF8, TRYHSLX128F935F88A, TRYOANF128F427ED18
1930s	Adagietto	TRBQXSV12903D0EBBC, TRBUJYP128F933144D, TRAFHZD128F428142B
1930s	Allegretto	TRMQIVO128F422A92B, TRMUXKM128F930DDC0, TRMOGYJ128F930B7DA, TRWHLDH128F4284B31, TRWKLCN128F933DCA6, TRGRTJG128F4280BCA, TRHBKIU128F9307788, TRHFVWA128F427E158, TRHNCYA128F42408C8, TRHJEJZ128F427ED1A, TRCQOUH128F930B7F3, TRRXRWC128F422FBD3, TRFAOSA128F422A92E, TRFEAGF12903CD4288, TRQZQPG128F930525A, TRQPVSK128F9307A08, TRQKJKH12903CDDC68, TRIWEOG128F935F8A2, TRIIZJB12903CEC02A, TRIUXUY128F421E949, TRACMPZ12903CF150B, TRAPTGG128F9326020, TRNWZFM128F428056B, TRPHNCH12903C943F9, TRPBIOV128F422FBD8, TRPFQIS128F92FD4A3, TRTALIX128F4280BCF, TRLLKZU128F92F31EA, TRLJUHK12903CA1809, TRLSIUT128F4280303, TRLKNNU128F930DE1E, TREQLPV12903CE73EF, TREEYKR12903CD8FC9, TRJZJWG128F426E8B3, TRJVUGM128F9336A17, TRJONKR128F428056F, TRSDMJQ12903CB5470, TRVWLXT128F92E395B, TRVAYYV128F930DFA9, TRVVRIP128F421E94B, TRDXVNB12903CF14FF, TRDYNFS128F42271EF, TROHHLM128F93399F8, TROHBNM128F42BBA0A, TROZOWG128F427FBDF, TRXCTIT128F93408CE, TRXRCIP128F427E159, TRXFPMX128F422A934, TRXZHSA128F426E8C3, TRKUQPR128F427F944, TRKDPDN128F429F3FD, TRYQDPT128F92FD4DB
1930s	Prestissimo	TRFPUZK128F428938C, TRFDJVB128F429F3E1, TRILDLF128F9321057, TRIKTDD128F42600F8, TRNFCYE128F92CA27E, TREPKXW128F427E34A, TRKOTKO128F42806C7, TRYGLKZ128F427FBDB
1930s	Presto	TRMMNDO128F422FBE3, TRGVUZO128F930C8DB, TRRAMAM128F4288648, TRRUFQA128F934A70C, TRQYLQY12903CE5E28, TROXKSN128F424B15C, TRXNOJM128F932106C, TRYMDFV128F427DEAE, TRYJMYK12903CEBF7D
1930s	Larghetto	TRVIVBP12903CEDF10
1930s	Andante	TRWDEOJ128F93454CC, TRCYBTD12903CF37BD, TRRDSTH12903CF37F7, TRPMXWV128F931BC44, TRJMLKX12903CAA174, TRVAQUF128F425A53D
1930s	Marcia _moderato	TRMVPYK128F93191E3, TRWYRVL12903D0EBC3, TRCIWDB12903CE930F, TRCDXFL128F4260102, TRRHGKY128F92E7970, TRBTJBU128F42806AE, TRFCFZK128F14912B1, TRQAFLV128F427E14E, TRIAHME128F933E849, TRNQWRH128F422A9B1, TRLOGRC128F427E0D2, TREKKYO12903CB0F4A, TRVBAHP128F930B83B, TRXBTVP128F932E657, TRYPLGJ12903CF76B4, TRYVYBC128F422AA8B
1930s	Andante_moderato	TRNJPIK128F4288327, TRUWTCO128F931FCB5, TRYHMDK128F422A100
1930s	Vivace	TRWGSYD12903CEC349, TRICYRR12903C94051, TRTFRJQ128F4224481, TRJQIUX128F14A4647, TRJIBYO12903CC894F, TROSBLW12903CF76A4
1930s	Vivacissimo	TRGJHUQ128F92FEF7E, TRHRZSQ128F42467E3, TRFCXPR128F4224352, TRQLBJB128F4240C20, TRIDIED128F92E7648, TRAAQJE12903C97241, TRJUAAA128F424B59D, TRVKFYI12903C94050, TRDBHZC128F933BDE1
1930s	Allegrissimo	TRWVMJQ128F4249BCE, TRHGIVJ128F93151DB, TRRAYJG128F4280594, TRFQBZA12903C95E20, TRFZRSK128F4224355, TRZJGKX128F422FBDD, TRAHZUK128F424BF7E, TRAFMDA128F4224347, TRNXIRP12903CE5A1F, TRTXLMA128F9305D9F, TRUHUSW128F427E348, TRUIZCP128F9318F49, TRUSWHY12903CF3810, TRJWBCY128F9314AD2, TRVIZLB128F92E5600, TRDBOBI12903CF14EC, TRDFFXD12903CE5DF5, TROQDDT128F42271E6, TRKYOZL128F9321039
1930s	Moderato	TRMMTUJ128F424B8CC, TRMIUTB128F145DE12, TRMAURM128F429F5C3, TRMXUVK128F930CE32, TRMYJUQ128E078A3CE, TRWWSRH128F4280585, TRGWQAL128F42A03E3, TRGRDCS128F426E8D2, TRGZLKA128F9359961, TRHELZA128F92E3851, TRHXSKR128F4267B86, TRCWJGN12903CCD802, TRCEHNJ128F92E3842, TRCOJBT128F9306EC6, TRRKUMV128F9300330, TRBGNWJ12903CF150C, TRBFMZH128F92DBEF6, TRBTUXN128F42A03E2, TRBJKUQ128F426E8D1, TRFZAFH128F92E7973, TRZAUFF128F424AB9F, TRZDQIY128F93454C2, TRISTAT12903CFCBA1, TRAUCPI128F4224350, TRAKXCH128F427E14D, TRNZMKP12903C9579A, TRNADYX128F42699DF, TRNLUIK128F4261D02, TRNJFDN128F93052A8, TRPAFTU128F42929B3, TRPUDBZ128F429FBA1, TRPUDAD128F422A92F, TRPVPZV128F4224346, TRUNHFN128F42271F0, TRUXFMP128F9349C8C, TRUKXKZ128F9326036, TRLWKRW128F422A939, TRLHJSB128F930CE37, TREAVFK128F9359997, TRESZZU128F42806D0, TRJQDNJ128F426E8CE, TRJVVRK128F4261D01, TRSMVAF128F930B803, TRSQWUV128F429FC3A, TRVCYFH128F4294B5F, TRVVAAM128F92F2881, TRDRAVA12903C94054, TRDFRYN12903CF6E57, TRDOAKS128F4289340, TROADRE128F429FABB, TROPIBX128F424B689, TROPTYS128F9326047, TROVYQD128F9307771, TRXFDCH128F9332492, TRKGALH12903D1206E, TRKVVQS12903CB7089, TRYFNGW128F422AAA1, TRYOQOC12903C9628A
1940s	Andantino	TRMWAOD128F92F0C32, TRMLAMB128F427ED22, TRWXNAN128F429FE31, TRGTEGE128F934A3F9, TRHOVPZ128F92E7459, TRCGCPY128F9326627, TRRPKFA12903C95D84, TRBHGJS12903CBA45C, TRBRHYP128F427E412, TRBIXCT128F92F0D54, TRFWSJP12903CC4DC2, TRFDLIA128F92CBE88, TRZMNLS128F4280BB9, TRILFJR128E078A3CB, TRAMSSR128F9332EAA, TRAHUCC128F428931E, TRNAYLH128F429FB4D, TRNNIXO128F429FA7D, TRNEVEZ128F429FB58, TRNYBDK128F92CA200, TRTEIWG128F4280BBD, TRLJSGJ128F42465CD, TRLVFJZ128F932C7EA, TRENQDX128F4249B80, TRSUYSL128F9326A37, TRVXFUG12903CAAF87, TRDGTCO12903CB5C85, TRDVOZX128F93283A3, TROZCBK128F934A382, TRXEOMV128EF34743A, TRKVZQT12903CD50F8, TRKOOHJ128F14912BE, TRYHQPR128F93175B4
1940s	Allegro	TRMMVOA128F9321EE0, TRMGSFR128F426BF78, TRMPQIA12903CB0DFD, TRWMEIP128F42A1F4A, TRWBXCR128F4235A03, TRWNZBF128F1493786, TRWKPTY128F426E8E6, TRGYEMK128F92ECFF9, TRHPNDU128F9326A35, TRHSDSB128F92FDFFF, TRCMERZ128F9315BFD, TRCEFME128F930E5AA, TRCSANG12903CC893F, TRBTMIA12903D0D9B5, TRBJAVX128F9336796, TRBDVYQ128F92D631E, TRFZOZO128F933EF5F, TRFUXJM128F42A73F3, TRFDNKN128F149378F, TRFKTRO128F1493785, TRZHJAF128F426E7C7, TRZYLSO128F93591CB, TRIZLLC128F92FDFFD, TRIAYVN128F9317141, TRINBQR128F92E6A88, TRAHKFV128F4249FF8, TRARAXJ128F932D82C, TRNGZNW128F423BFCC, TRPNSUE128F4288592, TRPJQDT128F92D89B6, TRPONCF128F1468B36, TRTAOGZ128F42806CB, TRTNDTF128F1459664, TRUCQVF12903CE73CA, TRUBLTY12903CE385C, TRUQBHF128F146B3E8, TRUISNX128F932612A, TRUATHK12903CAA7FD, TRUVIPB128F93399F5, TRLMZRU128F930F888, TRLMKAM12903CDDE7A, TRLYGGS128F930DCEE, TRECNSQ128F426977B, TREBTJO128F1499B40, TREPCVZ128F931C383, TRETKMT128F4269781, TRJBQKM12903CE1804, TRJJEUX128F4251C3A, TRJDFIU128F1487356, TRSVIOT128F427DEBB, TRVLHNQ128F422A99A, TRDWSIL12903CA89FA, TRDAAKC128F92FE4E2, TRDAJWT128F427E97E, TROWYQN128F427B520, TROTWTC128F930DF08, TROEJIU128F1476D15, TRXZHEC128F4280BB2, TRXPIVL128F421E94C, TRXJNWQ128F425B0E7, TRXSVKA128F4249BCC, TRKUTGX128F422A9A0, TRKLDBK128F4280BB4, TRYWNAO12903CE135A, TRYZXPA128F426BD43, TRYXFQS128F42780F1
1940s	Largo	TRMJBRG128F42A7916
1940s	Vivace	TRMKZUW128F92F7ABE, TRGZEZU128F1459DF9, TRGVTHT12903CFB7BC, TRHASDL128F932AA41, TRCYUKM128F92F86D5, TRBTSNF12903C9572C, TRZZEYV128F426F7AC, TRTAVUQ12903CE0228, TRUXSXM128F14851C2, TREMUBB128F427DF31, TRJQSNF12903CD8FBC, TRSHANF128F42A8347, TROKCEO128F424320C
1940s	Grave	TRJKSRV128F92FD046, TRDWCCX12903CB5C7A, TRKFHXV128F426F7A8
1940s	Presto	TRHWXCF128F93175B9, TRBIOCS12903CEBB3D, TRFTMVQ12903C9573F, TRASNPE128F93198AE, TRAVHUC128F429B62B, TRNKTBJ12903CB9F77, TRPPIGJ128F92FDFEE, TRTCMNS128F4257304, TRJTVDT12903CC9565, TRXUMWF128F931B0EE, TRXSLZP128F92FB79C
1940s	Andante_moderato	TRHGRJB128F427FDBD, TRFBVCQ128F92E0F3F, TRILQIZ12903CB8338, TRLVGZR128F93224A4, TROFQGR12903C94E69, TRKSFBJ128F4272838
1940s	Prestissimo	TRGPGIL12903D03230, TRCYQMH128F92D84E0, TRRFTVD128F93175E9, TRBLSTD12903C9867F, TRFLINZ12903CBD34E, TRIAAQH12903C93F17, TROLLLO128F92F3DC3
1940s	Andante	TRWCRCT128F427FEF4, TRHHTKK12903CF430A, TRCWGRP12903CCC554, TRZTXQP128F932E920, TRIPOBZ128F92CBE56, TRNCJQO128F9340F48, TRNJOVT12903C96A54, TRPZLXE12903CDD5CE, TREMKOC12903CE11C6, TRJBDVE128F9306FDB, TRSRSUS128F429FB54, TRSILCD128F92EE816, TRDPPGU128F92FE2EB, TROZDLU12903CC5436, TROXEJF12903C9E346, TRKMQGP128F9327288, TRKUUXF128F426977E, TRKLWAR128F424F94F
1940s	Marcia _moderato	TRRHLJG12903CB2828, TRBWDAE128F92F9FB5, TRINQZZ128F426EBFD, TRAFPKJ12903CC6148, TRAZIPR128F42A7AB5, TRANUXZ12903CFA928, TRAYRXY128F1494819, TREHRFY12903CBD350, TROTQNF128F93399FD, TRXSGQT128F92CA273, TRKHNMJ128F429FB49, TRKKYEN128F92E6AAE, TRYQXBT128F429FD3E
1940s	Allegrissimo	TRGBIQZ128F426977D, TRGDTLV128F4240A0B, TRHRDAX12903C94F7B, TRRUWZJ12903C948C3, TRQHQVY12903CA773B, TRQPIPO12903CA9196, TRQLGJF128F426C0E0, TRQORNI128F426977F, TRIDLRB128F931915E, TRALXJE12903CC4DB9, TRNDSDA128F9321688, TRPUJXT12903D0C4FD, TRTUBIZ12903C95A2F, TRUXOSF128F426D77C, TRUYNYP128E0783594, TRLYYBO128F92FDFF0, TREQAPB128F931EB41, TREYALT128F42697B7, TRJKGHZ128F93202CA, TRSNZHB12903CDD5C4, TRXHXIB128F92EB035
1940s	Adagietto	TRGEOTN128F9330E41, TRBIHVQ128F92DA8CA, TRZXOWC128F930341A, TRIMJZL12903D0D9B6, TRPRDML12903C95D54, TRTHZSJ128F9317621, TREARNM128F4269780, TRDKKRJ12903CB1727, TRYJJVY12903CB5CA3
1940s	Adagio	TRWMQGQ12903CBD07A, TRWWXAK12903CBD352, TRHLSCD128F4251C25, TRFDRLZ12903C956E6, TRQZWTN12903CA9198, TRZYBYO128F9359720, TRAQTYL128F42A5D28, TRAOOWB12903CC889F, TRSWMMU12903CA7FF8, TRDMRSX12903CB5C80, TRYPWIY128F932AE73
1940s	Allegretto	TRMRAXY128F9349C76, TRMISIF128F9326A34, TRWPZHD128F92F8F11, TRGADCC12903CD92D8, TRGLYAC128F93653E1, TRGDLKR12903CB7FDD, TRGKFIU128F426CF09, TRHRKYP128F4280BB1, TRHSPGF128F426977A, TRHKZXA128F9326133, TRCCNHQ128F426B8E7, TRRRGCS128F4280BB6, TRRBVKU12903CFB279, TRREDYL12903CC6C80, TRBPKZJ128F92D2C03, TRBSAAI12903C9EC72, TRFMHRP12903CE63BE, TRFGCFY128F429F565, TRFCWYV128F429FB4E, TRFFBFJ12903CDFF06, TRFQZHT128F932DFB4, TRFAGNN128F92E3DC0, TRFUAEA12903C96CA7, TRFLUWO128F149132F, TRFKOQO128F4240A0C, TRQYXXU128F92FB907, TRILILI128F426EC02, TRAHYFB128F4280BB8, TRAZQME128F429B62C, TRNBIUT128F4247E67, TRNEZVJ128F428930C, TRPFEVX128F426EC08, TRPFJIN128F4280BB7, TRPNJQS128F429F297, TRPVFZX12903CB5C73, TRPKARH128F92EFED0, TRUSKOG128F428B27C, TRUKFHH128F426B003, TRLHOIC12903CC8955, TRLUUNY128F92FE463, TRLXLCI128F93399F7, TREFWFW128F429FA2D, TREAPSO12903CC6C76, TREPUMH128E078A3C8, TRJHCLS128F92F88A5, TRJQSDY128F92F212A, TRJAYTM128F427D1B8, TRSBURQ12903CBD34B, TRSYAGJ12903CCBFBA, TRVYFMI128F429FC73, TRDRDLD128F92F01D3, TRDPMEU12903CC5434, TROQSGQ128F428AEC9, TRXACXM128F92FB147, TRXUPEZ128F426C0E8, TRXOXJN128F92CBC30, TRXKQDC128F427DF06, TRKWNIH128F92FB844, TRKBRZC128F424C6FA, TRKOAHR128F931915B, TRKKFNI12903CA4532, TRYGJWK12903CFF8EF, TRYGSQP12903CFD2F2, TRYTKWK12903D042F9, TRYKNRH128F429F561
1940s	Larghetto	TRWGFRI128F92E1271
1940s	Vivacissimo	TRMUSYS128F933A26D, TRWLSEV128F424894F, TRGSCSR128F9313B67, TRHBLQS128F424D5D7, TRHOKUP128F429018D, TRRHOXP128F426C205, TRZGZBN128F9338C5B, TRZBLGL128F425F144, TRZUKHM128F92FC6D6, TRAFSGJ12903CAA742, TRAXUOK12903CCFF56, TRPZZST12903C98680, TRPKCEU128F423C429, TRUUGYS128F429B637, TRLBGWI128F933E70B, TRLQVPI12903C948ED, TREHCHY128F4249BCD, TREOXHK12903CCC74F, TRJJYUT12903CFB13B, TRSXGXB12903CA4879, TRDCPFH128F4265EEE, TRDRUTD12903C95878, TRDATKC128F9307CE5, TROFOEK128F932C8B1, TRXQZMR128F9305CC7, TRXXGXG128F9309416
1940s	Moderato	TRMUKIY12903CD7C60, TRMECNN128F42597E3, TRWZOUD128F92E0F3A, TRGZKYM128F427E415, TRHCNMK128EF347E57, TRHFKEE128F429FB4C, TRHDTEX12903CDDEA6, TRCAHZD128F4280BC1, TRCNHXW12903CFD2FB, TRCLVDZ128F426E7D8, TRCSKCC128F9339A02, TRRHUSL12903CF337B, TRBMNAR128F930DEFB, TRBCCXT128F9341987, TRBFHDJ128F9317607, TRBIKJX128F427E98D, TRBAKJC128F93399FB, TRBVEXW128F429FA74, TRQZDUJ128F92EA877, TRQLCXK128F426F66D, TRQXFSH12903D0C4DF, TRZEEUF128F427F15F, TRIYBNC128F9344435, TRNBZAB12903CE73C9, TRNNMCI128F92FA2B5, TRNKFLR12903CC54AC, TRPCEMR128F42636E9, TRTHSVF128F4278100, TRUBBVZ128F92CC061, TREEUJL12903CD5685, TRJCCRQ128F4249BE1, TRJZROC12903CDDE98, TRJKVIZ128F429FB5B, TRSGEGE128F932612B, TRSZZPW12903CDE03E, TRVNUQX12903CC8E0A, TRVUXAC128F429FA2B, TRVLITZ128F429FE2E, TRDGPOC128F427ED2B, TRDRIDU128F427ED21, TRDDUEX128F4289312, TROFUII12903CF338C, TROXXMT12903C94E78, TRXGCTF128F92CA1E7, TRXFSSR128F429FB51, TRXFDHB128F92F9040, TRKCVOX128F933EF9A, TRKZKDC128F92FB831, TRKPITF128F427E983, TRKOZIS128F426B024, TRYFFPJ12903CC8940, TRYDLAA12903CBE700
1950s	Lento	TRMCVJL12903CEB202, TRWQEGN12903D13D4D, TRHHPEC12903CA50B5, TRHXFXO128F931D8B4, TRCKNQD12903D0A2BC, TRRVXXQ128F92E11D3, TRFJRAH128F9315784, TRZYZCB128E079145B, TRIKERL128EF3405A8, TRABHUX12903CC6E24, TRNGQCG128F422213C, TRNSTYV128F92C9712, TRNVGPH128EF34DCFB, TRPUEUA128F93509A3, TRPKCHC128F1453DAE, TRLJAAA12903CA97D8, TRECTQY128F42A7775, TRERMQN128F935F3E1, TREFZAT12903CB39D7, TREQRIV128F1468B08, TRJEOOD128F92D72F4, TRDIKNF12903CC0D3B, TROCJHD12903CC90DA, TRXJXWU12903CF1EBE, TRXDOYZ128F428EA70, TRKKZBP128F92E147D, TRYVYMC12903CE6328
